host_since,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,availability_90,Commercial,resp_rate
2013,3,1,1,2,NA,213,NA,NA,0,100,3,1125,63,Yes,97
2013,3,1,1,2,NA,213,NA,NA,0,100,3,1125,63,Yes,97
2013,3,1,1,2,NA,213,NA,NA,0,100,3,1125,63,Yes,97
2013,3,1,1,2,NA,213,NA,NA,0,100,3,1125,63,Yes,97
2013,3,1,1,2,NA,213,NA,NA,0,100,3,1125,63,Yes,97
2014,5,1,2,4,NA,96,NA,NA,200,55,1,9,23,No,90
2011,1,1,0,1,NA,250,NA,NA,1000,60,2,15,0,No,NA
2014,2,1,1,1,NA,86,NA,NA,NA,NA,60,140,0,No,NA
2018,2,1,0,1,NA,189,NA,NA,0,100,4,1125,74,Yes,97
2013,5,2,2,3,NA,298,NA,NA,0,100,3,1125,89,Yes,97
2013,5,2,2,3,NA,298,NA,NA,0,100,3,1125,89,Yes,97
2013,5,2,2,3,NA,298,NA,NA,0,100,3,1125,89,Yes,97
2014,2,1,1,1,NA,100,NA,NA,0,0,1,1125,69,Yes,100
2013,2,1,0,2,NA,207,NA,NA,0,100,7,1125,90,Yes,97
2013,2,1,0,2,NA,207,NA,NA,0,100,7,1125,90,Yes,97
2018,2,1,0,1,NA,230,NA,NA,400,95,1,4,46,No,40
2013,3,1,1,2,NA,207,NA,NA,0,100,7,1125,90,Yes,97
2013,3,1,1,2,NA,207,NA,NA,0,100,7,1125,90,Yes,97
2013,5,2,2,3,NA,285,NA,NA,0,100,7,1125,90,Yes,97
2013,5,2,2,3,NA,285,NA,NA,0,100,7,1125,90,Yes,97
2013,5,2,2,3,NA,285,NA,NA,0,100,7,1125,90,Yes,97
2016,2,1,1,1,NA,200,NA,NA,NA,NA,1,1125,0,No,NA
2017,4,1,1,2,NA,169,NA,NA,NA,NA,2,32,0,No,NA
2018,4,1,1,1,NA,104,NA,NA,0,50,2,31,66,Yes,100
2018,4,1,1,1,NA,250,NA,NA,0,50,2,1125,0,No,NA
2016,1,1,1,1,NA,40,NA,NA,NA,NA,1,1125,63,No,92
2017,3,1,1,1,NA,150,NA,NA,0,100,4,1124,4,No,100
2015,2,2,2,2,NA,120,NA,NA,NA,NA,14,1125,0,No,NA
2016,2,1,1,1,NA,77,NA,NA,0,40,3,60,8,No,100
2014,2,1,1,1,NA,100,NA,NA,NA,NA,1,1125,60,Yes,100
2013,3,1,1,2,NA,449,NA,NA,0,100,3,1125,90,Yes,97
2014,1,1,1,1,NA,30,NA,NA,NA,NA,14,1125,46,Yes,91
2018,3,1,1,1,NA,108,NA,NA,NA,NA,1,1125,0,No,100
2014,1,1,1,1,NA,30,NA,NA,NA,NA,14,1125,45,Yes,91
2014,2,1,1,1,NA,85,NA,NA,0,0,2,14,7,No,100
2014,2,1,0,2,NA,124,NA,NA,NA,15,1,1125,64,No,100
2018,4,1.5,2,2,NA,188,NA,NA,400,85,2,1125,31,No,100
2016,2,1,1,1,NA,66,NA,NA,0,15,1,1125,46,Yes,100
2013,5,2,2,3,NA,599,NA,NA,0,100,3,1125,89,Yes,97
2016,2,1,1,1,NA,49,NA,NA,0,0,1,1125,45,Yes,100
2016,2,1,1,1,NA,49,NA,NA,0,15,1,1125,48,Yes,100
2016,1,1,1,1,NA,39,NA,NA,0,15,1,1125,46,Yes,100
2013,5,2,2,3,NA,569,NA,NA,0,100,3,1125,89,Yes,97
2013,5,2,2,3,NA,569,NA,NA,0,100,3,1125,89,Yes,97
2018,3,1,1,1,NA,149,NA,NA,0,79,1,30,28,No,100
2018,1,1,0,1,NA,63,NA,NA,NA,NA,10,30,11,No,NA
2011,3,1,0,1,NA,100,NA,NA,300,60,2,1125,56,No,96
2013,4,1,2,2,NA,150,NA,NA,NA,100,4,60,0,No,100
2016,2,1,1,1,NA,65,NA,NA,100,40,3,7,0,No,NA
2012,3,1,2,2,NA,179,NA,NA,0,125,5,95,0,No,100
2017,2,2,1,1,NA,83,NA,NA,100,15,3,1125,0,Yes,100
2014,4,1,1,1,NA,258,NA,NA,0,75,2,1125,12,No,100
2013,2,1,1,1,NA,100,NA,NA,NA,40,2,1125,33,No,100
2016,6,1,2,3,NA,160,NA,NA,0,0,2,1125,22,No,100
2016,4,2,2,2,NA,130,NA,NA,NA,NA,60,259,12,No,0
2015,4,1.5,2,3,NA,100,NA,NA,0,70,2,1125,0,No,100
2016,4,2,1,2,NA,120,NA,NA,100,0,1,100,0,No,100
2018,1,1,1,1,NA,79,NA,NA,0,80,1,1125,3,Yes,97
2018,1,1,1,1,NA,69,NA,NA,0,80,1,1125,58,Yes,97
2016,2,1,1,1,NA,40,NA,NA,200,25,2,29,66,No,100
2015,3,1,0,3,NA,170,NA,NA,200,65,1,1124,23,Yes,100
2013,5,2,2,3,NA,199,NA,NA,0,100,2,1125,84,Yes,97
2013,5,2,2,3,NA,199,NA,NA,0,100,2,1125,85,Yes,97
2013,5,2,2,3,NA,199,NA,NA,0,100,2,1125,84,Yes,97
2013,7,2,3,4,NA,239,NA,NA,0,100,2,1125,84,Yes,97
2013,7,2,3,4,NA,239,NA,NA,0,100,2,1125,84,Yes,97
2013,7,2,3,4,NA,239,NA,NA,0,100,2,1125,84,Yes,97
2013,2,1,0,2,NA,289,NA,NA,0,100,2,1125,48,Yes,97
2013,2,1,0,2,NA,289,NA,NA,0,100,2,1125,48,Yes,97
2018,2,1,1,1,NA,45,NA,NA,NA,NA,15,30,0,No,100
2013,3,1,1,2,NA,449,NA,NA,0,100,3,1125,90,Yes,97
2013,4,1,2,2,NA,95,NA,NA,0,0,2,5,36,No,100
2014,1,1,1,1,NA,30,NA,NA,NA,NA,2,60,23,No,100
2013,3,1,0,2,NA,449,NA,NA,0,100,3,1125,90,Yes,97
2014,4,1,1,2,NA,169,NA,NA,250,70,2,1124,67,No,100
2016,3,1,0,2,NA,122,NA,NA,500,50,3,60,0,No,90
2016,1,1,1,1,NA,35,NA,NA,NA,NA,5,1125,4,No,100
2018,1,1,1,1,NA,40,NA,NA,NA,NA,80,85,88,No,NA
2014,3,1,1,2,NA,200,NA,NA,100,55,2,10,19,No,100
2015,2,1,0,1,NA,100,NA,NA,300,150,3,1125,88,Yes,100
2018,6,1,2,3,NA,129,NA,NA,200,79,3,1124,22,Yes,100
2017,12,1,3,5,NA,395,NA,NA,NA,200,2,1125,66,No,100
2017,2,2,1,1,NA,83,NA,NA,100,15,3,1125,1,Yes,100
2018,2,1,1,1,NA,106,NA,NA,0,15,1,30,0,No,100
2013,3,1,1,2,NA,238,NA,NA,0,60,2,31,5,No,100
2016,4,2,1,2,NA,64,NA,NA,NA,45,2,1125,75,Yes,100
2013,2,1,0,2,NA,194,NA,NA,0,100,7,1125,90,Yes,97
2013,2,1,0,2,NA,194,NA,NA,0,100,3,1125,90,Yes,97
2017,9,1,3,4,NA,160,NA,NA,150,100,2,1125,21,Yes,100
2013,3,1,1,2,NA,207,NA,NA,0,100,7,1125,90,Yes,97
2013,3,1,1,2,NA,207,NA,NA,0,100,7,1125,90,Yes,97
2013,5,1.5,2,3,NA,285,NA,NA,0,100,7,1125,90,Yes,97
2013,5,1.5,2,3,NA,285,NA,NA,0,100,7,1125,88,Yes,97
2013,5,1,2,2,1000,320,NA,NA,500,139,2,1125,81,Yes,100
2013,5,1,2,2,1000,320,NA,NA,500,139,2,1125,90,Yes,100
2013,6,2,2,3,NA,499,NA,NA,0,100,3,1125,90,Yes,97
2013,5,2,2,3,NA,499,NA,NA,0,100,3,1125,87,Yes,97
2013,5,2,2,3,NA,499,NA,NA,0,100,3,1125,90,Yes,97
2013,5,2,2,3,NA,499,NA,NA,0,100,28,1125,90,Yes,97
2016,2,2,1,1,NA,50,NA,NA,150,45,2,1125,74,Yes,100
2016,6,2,2,2,NA,140,NA,NA,100,75,6,1124,55,No,90
2018,4,1,1,3,NA,120,NA,NA,100,60,2,1125,49,No,93
2013,7,2,3,4,NA,599,NA,NA,NA,100,3,1125,73,Yes,97
2013,5,2,2,3,NA,699,NA,NA,0,100,3,1125,90,Yes,97
2018,6,1,1,3,NA,290,NA,NA,0,100,1,30,35,Yes,100
2018,14,2,3,8,NA,199,NA,NA,0,150,1,1125,22,No,100
2016,2,1,1,1,NA,75,NA,NA,100,75,6,1125,55,No,90
2018,15,2,3,7,NA,499,NA,NA,0,150,1,1125,84,No,100
2014,5,1,2,3,NA,450,NA,NA,200,60,1,300,8,Yes,100
2016,2,1,1,1,NA,175,NA,NA,0,50,21,90,0,No,100
2012,3,1,1,1,NA,295,NA,NA,NA,NA,2,1125,0,Yes,99
2014,4,2,2,2,NA,300,NA,NA,NA,NA,25,1125,36,Yes,100
2016,4,1,2,2,NA,225,NA,NA,NA,NA,1,1125,53,Yes,74
2012,6,3,3,5,NA,240,NA,NA,0,0,2,21,20,No,100
2014,2,1.5,1,1,NA,120,NA,NA,0,10,1,15,27,No,100
2015,2,1,1,1,NA,65,NA,NA,100,20,1,1125,60,Yes,100
2015,2,1,1,1,NA,45,NA,NA,0,10,4,1125,0,No,100
2014,7,3,4,3,NA,400,NA,NA,0,100,2,1125,0,No,100
2016,1,1,1,1,NA,45,NA,NA,150,20,1,1125,1,No,100
2016,2,1,0,1,NA,300,NA,NA,NA,NA,1,1125,0,No,100
2016,6,1,1,5,NA,175,NA,NA,0,80,2,29,46,No,100
2015,5,2,2,2,NA,289,NA,NA,0,150,3,1125,77,Yes,97
2015,7,2,3,3,NA,319,NA,NA,0,150,3,1125,72,Yes,97
2015,7,2,3,3,NA,309,NA,NA,0,150,3,1125,72,Yes,97
2016,7,2,3,4,NA,349,NA,NA,0,150,3,1125,72,Yes,88
2017,5,2,2,2,NA,299,NA,NA,0,100,3,1125,67,Yes,89
2017,7,2,3,2,NA,329,NA,NA,0,150,3,1125,57,Yes,89
2017,7,2,3,3,NA,319,NA,NA,0,150,3,1125,69,Yes,89
2015,8,1,3,5,NA,225,NA,NA,500,95,1,1124,20,Yes,100
2015,6,1,1,1,NA,102,NA,NA,0,15,1,30,32,No,100
2018,1,1.5,0,1,NA,30,NA,NA,NA,NA,60,90,33,No,NA
2016,4,1,1,3,NA,80,NA,NA,100,30,2,60,57,Yes,100
2018,1,1,1,1,NA,50,NA,NA,NA,20,3,1125,46,No,100
2016,4,1,1,1,NA,90,NA,NA,100,30,2,15,2,Yes,100
2016,5,1,1,3,NA,130,NA,NA,100,30,2,15,61,Yes,100
2015,3,1,1,1,NA,86,NA,NA,0,20,1,1125,69,No,100
2015,1,1,0,1,NA,67,NA,NA,0,15,1,1125,58,No,100
2013,3,1,1,2,NA,429,NA,NA,0,119,2,1125,68,Yes,100
2017,3,1,1,1,NA,250,NA,NA,NA,NA,2,1125,9,No,100
2013,5,1,2,3,NA,429,NA,NA,0,119,2,1125,40,Yes,100
2015,1,1,1,1,NA,100,NA,NA,0,0,2,7,10,No,100
2014,4,1,2,2,NA,149,NA,NA,NA,NA,1,1125,0,Yes,100
2015,4,1,2,2,NA,225,NA,NA,200,150,1,1125,44,Yes,100
2014,2,1.5,1,1,NA,100,NA,NA,300,75,2,1125,0,No,NA
2017,2,1,1,1,NA,66,NA,NA,NA,10,1,5,27,No,100
2015,4,1,0,2,NA,249,NA,NA,0,60,1,1125,0,Yes,NA
2014,1,1,1,1,NA,100,NA,NA,NA,NA,3,100,1,No,44
2013,2,1,1,1,NA,111,NA,NA,150,55,2,1125,0,No,100
2016,1,1,1,2,NA,50,NA,NA,300,50,1,39,0,No,89
2017,2,1,1,1,NA,75,NA,NA,NA,NA,1,1125,12,No,100
2015,1,1,1,1,NA,55,NA,NA,200,15,30,1125,32,No,100
2014,4,1.5,2,2,NA,149,NA,NA,NA,NA,2,1125,69,Yes,100
2015,2,1,1,1,NA,45,NA,NA,NA,NA,1,14,28,No,100
2016,3,1,1,1,NA,175,NA,NA,NA,NA,2,8,3,No,100
2015,4,2,2,2,NA,120,NA,NA,NA,150,5,1125,0,No,100
2013,7,2,4,5,NA,225,NA,NA,650,200,5,40,0,No,100
2012,2,1,2,1,NA,90,NA,NA,NA,NA,21,60,20,No,50
2016,3,1,1,1,NA,150,NA,NA,0,39,1,17,0,No,100
2018,3,1,0,2,NA,170,NA,NA,0,30,2,10,0,No,100
2018,12,6,6,8,NA,129,NA,NA,0,0,1,3,0,Yes,100
2014,2,1,0,1,NA,150,NA,NA,0,65,3,1124,67,Yes,100
2012,4,1,2,2,NA,129,NA,NA,0,99,1,1125,67,Yes,99
2015,6,1,2,3,NA,175,NA,NA,350,85,1,1124,12,Yes,100
2015,2,2,1,1,NA,99,NA,NA,0,40,2,90,40,Yes,99
2015,2,2,1,1,NA,69,NA,NA,0,40,2,90,2,Yes,99
2016,1,1,1,1,NA,60,NA,NA,300,50,4,1125,0,No,89
2017,5,2,2,2,NA,289,NA,NA,0,100,3,1125,60,Yes,89
2014,6,2,2,3,NA,399,NA,NA,350,75,1,1124,9,Yes,99
2017,10,1,3,5,NA,239,NA,NA,NA,100,1,120,63,Yes,100
2015,1,0,0,1,NA,10,NA,NA,NA,NA,1,1125,89,Yes,97
2014,1,1,1,1,NA,88,NA,NA,NA,5,1,1125,70,Yes,97
2014,6,1,3,3,NA,300,NA,NA,200,60,1,90,7,Yes,100
2013,2,1,1,2,NA,120,NA,NA,0,10,2,1125,41,Yes,98
2015,2,2,1,1,NA,59,NA,NA,0,40,2,93,35,Yes,99
2015,2,2,1,1,NA,65,NA,NA,0,40,2,90,51,Yes,99
2015,2,2,1,1,NA,59,NA,NA,0,40,2,90,47,Yes,99
2013,2,1,1,1,NA,120,NA,NA,NA,25,2,1125,0,No,100
2016,2,1,0,1,NA,95,NA,NA,200,55,1,1125,50,Yes,78
2014,8,1,3,5,NA,80,NA,NA,100,75,2,30,15,No,100
2017,3,1,1,1,NA,64,NA,NA,150,35,2,1125,66,Yes,100
2017,4,1,1,2,NA,62,NA,NA,150,35,2,1125,22,Yes,100
2018,2,1,1,1,NA,45,NA,NA,0,10,1,14,33,No,100
2017,8,1,2,3,NA,229,NA,NA,NA,100,1,90,67,Yes,100
2018,2,1,1,1,NA,35,NA,NA,0,10,1,14,34,No,100
2016,8,2,2,4,NA,269,NA,NA,0,39,2,30,17,No,100
2017,2,1,1,1,NA,50,NA,NA,150,35,2,1125,54,Yes,100
2011,5,2,3,3,NA,300,NA,NA,0,100,2,1125,0,No,NA
2017,2,1,1,2,NA,120,NA,NA,NA,NA,1,1125,0,No,86
2017,1,1,1,1,NA,80,NA,NA,NA,NA,10,1125,83,No,33
2018,1,1,1,1,NA,50,NA,NA,NA,NA,30,1125,46,No,100
2014,6,1,2,2,NA,170,NA,NA,200,129,1,1125,78,Yes,100
2018,2,1,2,2,NA,249,NA,NA,700,100,2,1125,82,No,100
2018,9,2,4,6,NA,350,NA,NA,0,150,1,30,33,No,100
2010,6,1.5,2,3,NA,175,NA,NA,250,125,2,1125,46,Yes,99
2015,2,2,1,1,NA,59,NA,NA,0,40,2,90,55,Yes,99
2015,2,2,1,1,NA,59,NA,NA,0,40,2,90,44,Yes,99
2015,2,1,1,1,NA,59,NA,NA,0,40,2,90,56,Yes,99
2016,6,2,3,3,NA,100,NA,NA,1200,100,1,1125,90,No,100
2018,3,1,1,1,NA,150,NA,NA,NA,NA,1,1125,15,No,64
2017,4,1,1,2,NA,180,NA,NA,NA,45,1,1125,21,No,100
2018,2,2,3,1,NA,75,NA,NA,NA,NA,1,9,21,No,100
2014,16,2,1,6,NA,600,NA,NA,300,150,1,1124,77,Yes,99
2018,11,3,5,6,NA,450,NA,NA,0,180,1,30,36,No,100
2015,4,1,0,2,NA,269,NA,NA,0,50,2,1124,7,Yes,100
2016,2,1,1,1,NA,85,NA,NA,100,15,1,1125,8,Yes,99
2016,2,1,1,1,NA,85,NA,NA,100,15,1,1125,12,Yes,99
2017,4,1,1,2,NA,165,NA,NA,200,75,1,21,10,No,100
2018,2,1,0,1,NA,79,NA,NA,NA,NA,1,15,0,No,90
2014,4,2,2,3,NA,280,NA,NA,NA,NA,25,1125,60,Yes,100
2013,2,1,1,1,NA,150,NA,NA,NA,40,2,1125,5,No,100
2016,3,1,1,1,NA,169,NA,NA,100,60,2,1125,8,Yes,90
2014,1,1,1,1,NA,130,NA,NA,100,70,3,1125,61,No,100
2018,8,1,3,4,NA,99,NA,NA,200,79,3,1124,18,Yes,100
2014,6,1,3,3,NA,250,NA,NA,200,60,1,1125,3,Yes,100
2018,4,2,2,3,NA,250,NA,NA,1000,150,3,1125,0,No,95
2014,4,1,2,1,NA,125,NA,NA,0,0,1,14,78,No,100
2016,2,1,0,1,NA,140,NA,NA,NA,NA,2,1125,33,Yes,74
2016,2,1,1,1,NA,150,NA,NA,300,0,7,1125,45,Yes,74
2016,2,1,0,1,NA,160,NA,NA,NA,NA,5,1125,57,Yes,74
2014,4,1,1,2,NA,175,NA,NA,300,70,1,14,31,No,100
2017,3,1,1,1,NA,100,NA,NA,0,50,1,14,56,No,100
2016,2,1,0,1,NA,120,NA,NA,NA,NA,3,1125,17,Yes,74
2016,2,1,0,1,NA,145,NA,NA,NA,NA,2,1125,48,Yes,74
2016,2,1,0,1,NA,120,NA,NA,NA,NA,2,1125,9,Yes,74
2016,2,1,0,1,NA,150,NA,NA,NA,NA,3,1125,46,Yes,74
2016,2,1,0,1,NA,159,NA,NA,NA,NA,3,1125,32,Yes,74
2016,2,1,0,1,NA,170,NA,NA,NA,NA,3,1125,36,Yes,74
2016,2,1,0,1,NA,145,NA,NA,NA,NA,1,1125,25,Yes,74
2016,4,1,1,1,NA,85,NA,NA,100,15,1,1125,2,Yes,100
2016,2,1,1,1,NA,65,NA,NA,100,15,1,1125,29,Yes,100
2016,2,1,1,1,NA,65,NA,NA,100,15,1,1125,31,Yes,100
2016,2,1,1,1,NA,70,NA,NA,100,15,1,1125,3,Yes,100
2017,5,2,2,2,NA,299,NA,NA,0,100,3,1125,85,Yes,89
2015,1,3,0,1,NA,37,NA,NA,NA,NA,300,1125,76,Yes,100
2017,2,1,1,1,NA,125,NA,NA,NA,NA,4,1125,0,Yes,50
2018,5,1,1,2,NA,209,NA,NA,0,10,1,90,77,Yes,100
2018,5,1,1,2,NA,199,NA,NA,0,10,1,90,70,Yes,100
2018,5,1,1,2,NA,199,NA,NA,0,10,1,90,66,Yes,100
2018,3,1,1,3,NA,219,NA,NA,0,10,1,1125,90,Yes,100
2018,5,1,1,2,NA,249,NA,NA,0,10,1,1125,87,Yes,100
2013,3,1,0,1,470,199,NA,NA,300,99,2,1125,79,Yes,100
2013,3,1,1,1,580,250,NA,NA,300,109,2,1125,83,Yes,100
2013,3,1,0,1,440,199,NA,NA,300,99,2,1125,79,Yes,100
2017,1,1,0,1,NA,65,NA,NA,NA,NA,1,1125,0,Yes,100
2013,3,1,0,1,390,199,NA,NA,300,99,2,1125,83,Yes,100
2013,3,1,1,1,460,250,NA,NA,300,109,2,1125,84,Yes,100
2013,3,1,1,1,460,250,NA,NA,300,109,2,1125,83,Yes,100
2013,3,1,0,1,380,199,NA,NA,300,99,2,1125,74,Yes,100
2017,5,1,2,2,NA,269,NA,NA,0,100,3,1125,87,Yes,89
2015,4,1,0,2,NA,150,NA,NA,NA,30,2,1125,4,Yes,100
2016,1,1.5,1,1,NA,19,NA,NA,NA,NA,1,1125,1,Yes,100
2014,8,1,4,4,NA,99,NA,NA,NA,175,1,1125,28,Yes,100
2015,2,1,1,1,NA,64,NA,NA,NA,25,2,40,0,No,100
2015,4,1,2,2,NA,155,NA,NA,NA,NA,7,1125,0,No,93
2015,2,1,1,1,NA,68,NA,NA,0,0,1,1125,1,No,100
2018,2,1,1,1,NA,80,NA,NA,100,20,2,1125,72,No,100
2013,5,2,2,2,1000,400,NA,NA,500,139,2,1125,85,Yes,100
2016,5,1.5,1,3,NA,195,NA,NA,200,0,1,5,8,No,90
2016,2,3,1,1,NA,80,NA,NA,NA,NA,1,1125,0,No,100
2018,4,1,1,2,NA,189,NA,NA,250,80,2,1124,11,No,100
2015,4,1,2,2,NA,124,NA,NA,NA,40,2,40,0,No,100
2016,1,1.5,1,1,NA,30,NA,NA,NA,NA,2,21,15,Yes,100
2016,1,1.5,1,1,NA,30,NA,NA,NA,NA,3,21,20,Yes,100
2015,4,1,2,2,NA,149,NA,NA,NA,50,2,1125,46,No,100
2014,9,2,3,7,NA,700,NA,NA,1000,200,3,1124,68,Yes,100
2017,9,1.5,4,4,NA,175,NA,NA,0,40,1,1125,4,Yes,100
2018,2,1,1,1,NA,100,NA,NA,NA,NA,1,30,1,No,100
2014,1,2,1,1,NA,85,NA,NA,NA,NA,1,1125,0,Yes,97
2018,3,1,1,2,NA,150,NA,NA,0,50,1,7,0,No,100
2015,2,1,1,1,NA,86,NA,NA,500,80,7,1125,0,No,100
2016,2,2,1,1,NA,45,NA,NA,100,15,3,1124,6,Yes,100
2016,1,1,1,1,NA,40,NA,NA,300,50,6,1125,2,Yes,100
2016,4,1,1,2,NA,159,NA,NA,100,80,1,1125,81,Yes,100
2016,1,1.5,1,1,NA,60,NA,NA,NA,NA,1,14,0,Yes,100
2012,5,1,2,3,NA,99,NA,NA,0,0,1,14,19,No,90
2013,2,1,1,1,NA,69,NA,NA,0,25,1,1125,1,No,100
2018,4,1.5,2,2,NA,300,NA,NA,NA,NA,3,30,16,No,60
2018,1,1,1,1,NA,50,NA,NA,200,10,7,1125,5,No,50
2012,6,2,3,3,NA,164,NA,NA,NA,NA,1,31,0,No,100
2017,5,2,2,2,NA,289,NA,NA,0,100,3,1125,0,Yes,89
2011,6,1,3,4,NA,181,NA,NA,0,35,1,1125,27,Yes,99
2018,9,1,2,7,NA,349,NA,NA,NA,100,1,1125,26,No,100
2012,4,1,2,2,NA,225,NA,NA,100,50,2,1125,15,Yes,99
2014,4,2,2,1,NA,149,NA,NA,0,90,1,1125,12,Yes,100
2014,2,1,1,1,NA,69,NA,NA,0,70,1,1125,12,Yes,100
2018,2,1,1,1,NA,50,NA,NA,0,40,1,3,32,No,100
2017,2,1,1,1,NA,140,NA,NA,500,75,3,1123,0,No,100
2018,1,1,1,1,NA,40,NA,NA,NA,NA,2,1125,28,No,100
2013,5,1,2,3,NA,171,NA,NA,NA,NA,1,31,0,No,100
2018,2,1,1,2,NA,225,NA,NA,0,25,1,3,22,No,100
2014,1,2,1,1,NA,85,NA,NA,NA,NA,1,1125,0,Yes,97
2012,5,1,1,2,NA,131,NA,NA,0,30,1,1125,0,No,100
2010,4,1.5,2,2,NA,250,NA,NA,NA,NA,5,14,2,No,50
2013,2,1,1,1,NA,110,NA,NA,200,50,4,15,34,No,100
2015,2,1,1,1,NA,250,NA,NA,750,125,7,100,19,No,100
2014,2,1,1,1,NA,40,NA,NA,NA,40,2,1125,1,Yes,100
2017,4,2,2,3,NA,295,NA,NA,NA,NA,25,1125,88,Yes,90
2013,4,2.5,2,2,NA,199,NA,NA,350,100,2,30,48,No,100
2016,4,1,2,2,NA,65,NA,NA,300,65,3,14,6,No,100
2017,3,1,1,2,NA,63,NA,NA,100,45,1,90,0,No,100
2014,6,1,2,3,NA,277,NA,NA,250,115,1,1125,38,Yes,100
2016,2,1,0,1,NA,105,NA,NA,0,25,2,1125,0,No,100
2018,2,1,1,1,NA,75,NA,NA,NA,NA,2,6,84,No,90
2017,1,2,1,1,NA,60,NA,NA,100,15,3,1000,1,Yes,100
2015,4,1,1,2,NA,400,NA,NA,NA,NA,7,7,12,No,NA
2018,1,1,1,1,NA,45,NA,NA,NA,NA,1,1125,25,No,90
2015,6,1,2,3,NA,129,NA,NA,0,99,1,1125,43,Yes,100
2018,2,1,1,1,NA,86,NA,NA,NA,NA,4,10,8,No,100
2014,2,1,1,1,NA,100,NA,NA,200,40,2,3,8,No,100
2015,3,1,1,2,NA,515,NA,NA,0,100,30,1125,90,Yes,97
2014,8,1,3,4,NA,130,NA,NA,NA,30,1,27,40,No,100
2018,5,1,2,3,NA,320,NA,NA,300,80,1,1125,0,Yes,99
2012,4,1,2,2,NA,140,NA,NA,500,75,3,30,2,No,100
2014,1,1,1,1,NA,40,NA,NA,0,100,5,31,0,No,100
2016,2,1,1,2,NA,62,NA,NA,500,0,7,15,14,No,100
2018,1,2,1,1,NA,80,NA,NA,0,20,2,90,47,No,100
2018,2,2,1,1,NA,80,NA,NA,100,20,2,60,31,No,100
2015,1,1,1,1,NA,50,NA,NA,NA,NA,31,1125,0,No,100
2018,6,2,2,3,NA,345,NA,NA,500,100,1,1125,22,Yes,99
2018,2,1,1,1,NA,299,NA,NA,NA,NA,1,1125,0,No,NA
2018,3,1,1,2,NA,350,NA,NA,500,100,1,1125,13,Yes,99
2016,2,1,1,1,NA,52,NA,NA,0,20,1,30,18,No,100
2018,3,1,1,2,NA,350,NA,NA,500,100,1,1125,85,Yes,99
2014,2,1,0,1,NA,99,NA,NA,150,50,1,1124,83,Yes,99
2016,2,2,0,1,NA,56,NA,NA,0,20,1,90,0,No,100
2015,4,1,2,2,NA,199,NA,NA,0,99,1,1125,53,Yes,100
2015,11,2,3,6,NA,500,NA,NA,NA,200,2,1125,57,No,100
2018,1,1,1,1,NA,99,NA,NA,NA,NA,2,20,4,No,100
2015,2,1,1,1,NA,99,NA,NA,NA,60,1,1125,69,Yes,100
2015,2,1,1,1,NA,99,NA,NA,NA,60,1,1125,60,Yes,100
2018,3,1,1,2,NA,325,NA,NA,250,100,2,1125,83,No,100
2014,4,1,2,3,NA,150,NA,NA,1000,100,28,1125,71,No,86
2017,3,1.5,2,2,NA,50,NA,NA,NA,20,2,1125,0,Yes,100
2017,2,1,0,2,NA,110,NA,NA,NA,11,2,1125,45,Yes,100
2017,2,1,1,1,NA,99,NA,NA,0,10,1,14,80,No,96
2016,4,1,1,2,NA,149,NA,NA,0,19,2,1125,51,No,97
2017,2,1,1,1,NA,75,NA,NA,NA,10,1,14,67,No,96
2014,6,2.5,3,3,NA,249,NA,NA,0,0,3,1125,0,Yes,100
2016,8,1,3,4,NA,150,NA,NA,NA,NA,1,30,0,Yes,95
2012,2,1,1,1,NA,99,NA,NA,250,75,3,1124,34,No,100
2014,4,1,3,5,NA,255,NA,NA,500,100,3,1125,8,No,100
2018,2,1,1,1,NA,150,NA,NA,0,100,1,1125,0,No,100
2011,5,1,2,3,NA,127,NA,NA,0,35,1,1125,4,Yes,99
2011,3,1,0,1,NA,121,NA,NA,0,35,1,1125,1,Yes,99
2017,4,1,1,1,NA,90,NA,NA,NA,NA,7,19,0,No,NA
2015,2,1,1,1,NA,92,NA,NA,100,30,2,30,29,No,100
2018,2,1,1,1,NA,120,NA,NA,0,20,1,30,18,No,100
2013,1,1,1,1,NA,225,NA,NA,200,100,7,180,88,Yes,100
2014,4,1,1,2,NA,100,NA,NA,NA,NA,1,1125,0,No,100
2014,2,1,0,1,NA,99,NA,NA,100,50,1,1124,70,Yes,99
2017,1,1,1,1,NA,42,NA,NA,NA,NA,1,5,0,No,90
2014,2,1,0,1,NA,198,NA,NA,NA,NA,6,25,21,No,90
2017,1,1,1,1,NA,45,NA,NA,NA,NA,60,80,6,No,100
2014,2,1,1,1,NA,125,NA,NA,0,40,1,50,5,No,100
2010,8,2.5,3,5,NA,225,NA,NA,250,150,2,1125,11,Yes,99
2018,2,1,0,1,NA,349,NA,NA,NA,NA,2,30,29,No,95
2017,6,2,3,3,NA,130,NA,NA,NA,NA,60,75,6,No,100
2013,5,1,2,2,NA,255,NA,NA,NA,40,1,1125,79,No,100
2014,2,1,1,1,NA,275,NA,NA,NA,NA,1,7,45,No,100
2018,3,1,1,1,NA,200,NA,NA,NA,60,2,20,5,No,90
2012,10,2.5,4,4,NA,200,NA,NA,500,120,2,30,25,Yes,90
2012,3,1,1,1,NA,300,NA,NA,NA,NA,2,1122,3,Yes,99
